sixing_1	0	180	96	96	0	0
sixing_2	107	180	96	96	0	0
sixing_3	214	180	96	96	1	0
sixing_4	321	180	96	96	1	0
sixing_5	428	180	96	96	1	0
sixing_6	535	180	96	96	2	0
sixing_7	642	180	96	96	2	0
sixing_8	749	180	96	96	3	0
sixing_9	856	180	96	96	3	0
yuan_1	14	28	68	68	0	0
yuan_2	84	28	68	68	0	0
yuan_3	154	28	68	68	0	0
yuan_4	224	28	68	68	0	0
yuan_5	294	28	68	68	0	0
yuan_6	364	28	68	68	0	0
yuan_7	434	28	68	68	0	0
yuan_8	504	28	68	68	0	0
yuan_9	574	28	68	68	0	0
liu_1	14	98	68	68	0	0
liu_2	84	98	68	68	0	0
liu_3	154	98	68	68	0	0
liu_4	224	98	68	68	0	0
liu_5	294	98	68	68	0	0
liu_6	364	98	68	68	0	0
liu_7	434	98	68	68	0	0
liu_8	504	98	68	68	0	0
liu_9	574	98	68	68	0	0
