Maru00	0	0	32	48	1	0
Maru01	32	0	32	48	1	0
Maru02	64	0	32	48	1	0
Maru03	96	0	32	48	1	0
Maru04	128	0	32	48	1	0
Maru05	160	0	32	48	1	0
Maru06	192	0	32	48	1	0
Maru07	224	0	32	48	1	0
Maru10	0	48	32	48	1	0
Maru11	32	48	32	48	1	0
Maru12	64	48	32	48	1	0
Maru13	96	48	32	48	1	0
Maru14	128	48	32	48	1	0
Maru15	160	48	32	48	1	0
Maru16	192	48	32	48	1	0
Maru17	224	48	32	48	1	0
Maru20	0	96	32	48	1	0
Maru21	32	96	32	48	1	0
Maru22	64	96	32	48	1	0
Maru23	96	96	32	48	1	0
Maru24	128	96	32	48	1	0
Maru25	160	96	32	48	1	0
Maru26	192	96	32	48	1	0
Maru27	224	96	32	48	1	0
